id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,resolution_time_mins
FKID005200,unplanned,13.07549,77.5469283,0.0,0.0,"Hesarghatta Road, GK Muniappa Gardens, Singapura, Bengaluru, Karnataka. Pin-560097 (India)",,vehicle_breakdown,False,2023-11-10 06:06:31.253+00,,resolved,yes,2023-11-10 07:21:41.463901+00,,,ನಮಸ್ತೆ ಸರ್ ನಾಗವಾರ ಟುವರ್ಡ್ ತಣಿಸಂದ್ರ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಬಿ ಎಂ [PERSON] ಸಿ ಬಸ್ ಆಫ್ ರೋಡ್ ಆಗಿರುತ್ತದೆ ಸೈಡಲ್ಲಿ ಇದ್ದು ಒಂದು ಆಗುತ್ತದೆ ಮೆಕಾನಿಕ್ [LOCATION] ಆದಷ್ಟು ಬೇಗ ರಿಮೋವ್ ಮಾಡಿಸುತ್ತೇನೆ ಸರ್,bmtc_bus,FKN00GL2607,Hennur Main Road,High,,,,2023-11-10 06:07:38.927081+00:00,,1,FKUSR00310,FKUSR00001,,,,Hennuru,,FKKG000302,"Hesarghatta Road, GK Muniappa Gardens, Singapura, Bengaluru, Karnataka. Pin-560097 (India)",13.07549,77.5469283,,,FKUSR01595,2023-11-10 07:21:41.463359+00:00,Bengaluru North Corporation,North Zone 1,,74.0422713
FKID005209,unplanned,12.9097357,77.5365061,0.0,0.0,"19th Cross Road, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",,vehicle_breakdown,False,2023-11-14 01:30:18.438+00,,resolved,yes,2023-11-14 01:43:30.585442+00,,,[LOCATION] gate to [LOCATION] pillar junction [LOCATION] bus break problem,bmtc_bus,FKN00GL2613,Non-corridor,Low,,,,2023-11-14 01:31:36.518510+00:00,,1,FKUSR01045,FKUSR00009,,,,Wilson Garden,,FKKG001012,"19th Cross Road, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",12.9097357,77.5365061,,,FKUSR01493,2023-11-14 01:43:30.584801+00:00,Bengaluru South Corporation,South Zone 1,,11.90110485
FKID005253,unplanned,13.0230236,77.6008531,13.0230031,77.6008841,"Dinnur Main Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)","Adi Kabir Ashram Main Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",others,True,2023-11-28 07:01:34.136+00,,resolved,yes,2023-11-28 07:47:40.352206+00,,,Dinnur main road towards sultanpalya signal [LOCATION],,,Non-corridor,Low,,,,2023-11-28 07:05:07.662370+00:00,,1,FKUSR00958,FKUSR00001,,,,R.T. Nagar,,FKKG000933,"Dinnur Main Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.0230236,77.6008531,,,FKUSR00958,2023-11-28 07:47:40.351623+00:00,Bengaluru North Corporation,North Zone 2,,42.54482088333334
FKID005400,unplanned,13.0199284,77.5006714,0.0,0.0,"1st Cross Road, Kempaiah Garden, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,False,2023-12-19 23:16:52.74+00,,resolved,yes,2023-12-20 00:47:49.575841+00,,,BMTC bus punncher at HMT main road near [LOCATION] sir,bmtc_bus,FKN00GL2675,Tumkur Road,High,,,,2023-12-19 23:18:27.389941+00:00,,1,FKUSR00458,FKUSR00001,,,,Yeshwanthpura,,FKKG000447,"1st Cross Road, Kempaiah Garden, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",13.0199284,77.5006714,,,FKUSR01615,2023-12-20 00:47:49.575269+00:00,Bengaluru West Corporation,West Zone 1,,89.36975546666666
FKID005419,unplanned,13.0621794,77.5444587,0.0,0.0,"Hesarghatta Road, Kendriya Vidyalaya 2 Staff Quarters, Jalahalli East, Bengaluru, Karnataka. Pin-560014 (India)",,vehicle_breakdown,False,2023-12-20 22:44:40.86+00,,resolved,yes,2023-12-20 23:29:21.123455+00,,,Off road due to stairing lock,bmtc_bus,FKN00GL1928,Non-corridor,Low,,,,2023-12-20 22:45:28.287449+00:00,,1,FKUSR01357,FKUSR00001,,,,Jalahalli,,FKKG001310,"Hesarghatta Road, Kendriya Vidyalaya 2 Staff Quarters, Jalahalli East, Bengaluru, Karnataka. Pin-560014 (India)",13.0621794,77.5444587,,,FKUSR00648,2023-12-20 23:29:21.122616+00:00,Bengaluru North Corporation,North Zone 1,,43.88058611666667
FKID005661,unplanned,12.9039965,77.5108461,0.0,0.0,"Dr Vishnuvardhan Main Road, Kanakadas Circle, Gaanakallu, Bengaluru, Karnataka. Pin-560060 (India)",,vehicle_breakdown,False,2024-01-10 02:31:56.364+00,,resolved,yes,2024-01-10 03:39:02.653969+00,,,Vehicle wheel jam,bmtc_bus,FKN00GL0599,Non-corridor,Low,,,,2024-01-10 02:34:52.357050+00:00,,1,FKUSR01627,FKUSR00001,,,,Kengeri,,FKKG001527,"Dr Vishnuvardhan Main Road, Kanakadas Circle, Gaanakallu, Bengaluru, Karnataka. Pin-560060 (India)",12.9039965,77.5108461,,,FKUSR01627,2024-01-10 03:38:48.664553+00:00,Bengaluru West Corporation,West Zone 1,,63.938458383333334
FKID005828,unplanned,12.9573967,77.55177,12.9222675,77.5736091,"Mysore Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)","16th Cross Road, Jains Prakruthi, Block 7, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",vehicle_breakdown,True,2023-11-11 21:31:53.606+00,,resolved,yes,2023-11-11 22:24:59.837147+00,,,BMTC [VEHICLE] Bus Break Down  Near KR Juction  ..,bmtc_bus,FKN00GL2864,Mysore Road,Low,,,,2023-11-11 21:33:42.980700+00:00,,1,FKUSR01660,FKUSR00001,,,,Banashankari,,FKKG001552,"Mysore Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",12.9573967,77.55177,,,FKUSR01661,2023-11-11 22:24:59.836603+00:00,Bengaluru Central Corporation,Central Zone 2,toll gate mysore road,51.28093171666667
FKID005845,unplanned,13.0175906,77.555508,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2023-11-12 05:22:00.746+00,,resolved,yes,2023-11-12 06:20:21.51616+00,,,Break problem sir CMTI junction towards goraguntepalya traffic no problem sir,bmtc_bus,FKN00GL2875,Tumkur Road,High,,,,2023-11-12 05:22:54.251470+00:00,,1,FKUSR00440,FKUSR00001,,,,Yeshwanthpura,,FKKG000429,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.0175906,77.555508,,,FKUSR01665,2023-11-12 06:20:21.515667+00:00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle,57.454403283333335
FKID005976,unplanned,12.9798234,77.5727234,0.0,0.0,"Dhanvanthri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,others,False,2023-11-16 20:06:19.686+00,,resolved,yes,2023-11-16 21:01:03.846879+00,,,ಬಸ್ ನ ಡೀಸೆಲ್ ಟ್ಯಾಂಕ್   ಕೆಳಗೆ ಬಿದ್ದು ವಾಹನವು ಆಫ್ ರೋಡ್ ಆಗಿರುತ್ತದೆ,,,Non-corridor,Low,,,,2023-11-16 20:12:26.281128+00:00,,1,FKUSR00441,FKUSR00001,,,,Upparpet,,FKKG000430,"Dhanvanthri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",12.9798234,77.5727234,,,FKUSR00441,2023-11-16 21:01:03.846350+00:00,Bengaluru Central Corporation,Central Zone 2,KhodaysCircle(DV UrsCircle),48.626087033333334
FKID005989,unplanned,12.9550664,77.5957899,0.0,0.0,"BTS Bus Depot Road, Lakshmiamma Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",,vehicle_breakdown,False,2023-11-16 23:02:44+00,,resolved,yes,2023-11-17 00:57:42.363607+00,,,Gear problem,bmtc_bus,FKN00GL2953,Non-corridor,Low,,,,2023-11-16 23:03:27.845948+00:00,,1,FKUSR00647,FKUSR00001,,,,Malleshwaram,,FKKG000632,"BTS Bus Depot Road, Lakshmiamma Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",12.9550664,77.5957899,,,FKUSR00648,2023-11-17 00:57:42.363071+00:00,Bengaluru Central Corporation,Central Zone 1,BMTCJunction-K H Road,114.24195205
FKID005990,unplanned,12.9568493,77.596148,0.0,0.0,"Nanjappa Road, Lakshmiamma Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",,vehicle_breakdown,False,2023-11-16 23:03:49.512+00,,resolved,yes,2023-11-17 00:48:54.689903+00,,,,bmtc_bus,FKN00GL2953,Non-corridor,Low,,,,2023-11-16 23:04:34.753766+00:00,,1,FKUSR00647,FKUSR00001,,,,Malleshwaram,,FKKG000632,"Nanjappa Road, Lakshmiamma Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",12.9568493,77.596148,,,FKUSR01615,2023-11-17 00:48:54.689361+00:00,Bengaluru Central Corporation,Central Zone 1,BMTCJunction-K H Road,104.33225991666667
FKID006012,unplanned,13.0185739,77.5554486,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2023-11-17 21:31:31.276+00,,resolved,yes,2023-11-17 23:15:33.467177+00,,,,bmtc_bus,FKN00GL2966,Magadi Road,High,,,,2023-11-17 21:32:33.422885+00:00,,1,FKUSR00987,FKUSR00001,,,,Magadi Road,,FKKG000960,"Yeshwanthpura TTMC Bus Stand Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.0185739,77.5554486,,,FKUSR01566,2023-11-17 23:15:33.466609+00:00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle,103.00072873333333
FKID006028,unplanned,13.0976265,77.5918504,0.0,0.0,"Dodda Ballapur Main Road, LBS Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,False,2023-11-18 04:36:41.962+00,,resolved,yes,2023-11-18 05:08:59.236114+00,,,starting problem,bmtc_bus,FKN00GL2974,Bellary Road 1,High,,,,2023-11-18 04:37:34.434359+00:00,,1,FKUSR00693,FKUSR00001,,,,Kodigehalli,,FKKG000677,"Dodda Ballapur Main Road, LBS Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.0976265,77.5918504,,,FKUSR01595,2023-11-18 05:08:59.235488+00:00,Bengaluru North Corporation,North Zone 2,YelhankaCircle,31.413352149999998
FKID006178,unplanned,13.018281,77.5556398,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2023-11-23 02:28:06.583+00,,resolved,yes,2023-11-23 03:23:04.693069+00,,,Jakkur aerodrome on flyover towards airport due to tirebrust traffic no problem sir,bmtc_bus,FKN00GL3069,Bellary Road 2,High,,,,2023-11-23 02:28:42.422271+00:00,,1,FKUSR00296,FKUSR00001,,,,Yelahanka,,FKKG000288,"Yeshwanthpura TTMC Bus Stand Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.018281,77.5556398,,,FKUSR00639,2023-11-23 03:23:04.692551+00:00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle,54.371171333333336
FKID006188,unplanned,12.9589941,77.527017,0.0,0.0,"2nd A Main Road, Phase 1, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",,vehicle_breakdown,False,2023-11-23 22:24:13.948+00,,resolved,yes,2023-11-24 00:11:02.899942+00,,,Traffic movement slow,bmtc_bus,FKN00GL3077,West of Chord Road,High,,,,2023-11-23 22:27:17.352587+00:00,,1,FKUSR00671,FKUSR00001,,,,Byatarayanapura,,FKKG000655,"2nd A Main Road, Phase 1, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",12.9589941,77.527017,,,FKUSR01724,2023-11-24 00:11:02.899427+00:00,Bengaluru West Corporation,West Zone 2,ChandraLayoutJunc-nearWaterTank,103.759114
FKID006307,unplanned,12.989235,77.5503267,0.0,0.0,"Chord Road, Birangi Palya, Shiva Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,vehicle_breakdown,False,2023-11-28 23:32:15.147+00,,resolved,yes,2023-11-29 00:25:39.014852+00,,,Airpipe cut aagiruttade sir,bmtc_bus,FKN00GL3154,West of Chord Road,High,,,,2023-11-28 23:34:24.182292+00:00,,1,FKUSR00484,FKUSR00001,,,,Vijayanagara,,FKKG000473,"Chord Road, Birangi Palya, Shiva Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12.989235,77.5503267,,,FKUSR00484,2023-11-29 00:25:39.014309+00:00,Bengaluru West Corporation,West Zone 2,ShivanahalliJunctionWOC,51.247200283333335
FKID006424,unplanned,12.9657332,77.5747475,0.0,0.0,"Police Road, Old Tharagupete, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,False,2023-12-02 20:31:16.613+00,,resolved,yes,2023-12-02 21:00:03.903588+00,,,bmtc bus break down sir informed to concern buss dipo sir Driver name is [PERSON] no 11 mobile no is [PHONE],bmtc_bus,FKN00GL0524,Mysore Road,High,,,,2023-12-02 20:35:35.818415+00:00,,1,FKUSR01757,FKUSR00009,,,,City Market,,FKKG001642,"Police Road, Old Tharagupete, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",12.9657332,77.5747475,,,FKUSR00408,2023-12-02 21:00:03.902984+00:00,Bengaluru Central Corporation,Central Zone 2,A S CharStreet-MysoreRdJunc,24.46807615
FKID006478,unplanned,13.0185251,77.555344,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2023-12-04 06:29:29.168+00,,resolved,yes,2023-12-04 08:06:10.900067+00,,,BMTC bus breakdown,bmtc_bus,FKN00GL3266,Tumkur Road,Low,,,,2023-12-04 06:31:53.572736+00:00,,1,FKUSR01766,FKUSR00001,,,,Jnanabharathi,,FKKG001651,"Yeshwanthpura TTMC Bus Stand Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.0185251,77.555344,,,FKUSR01566,2023-12-04 08:06:10.899388+00:00,Bengaluru West Corporation,West Zone 2,TumkurRdMarappanapalyaJunc,94.28877753333333
FKID006508,unplanned,12.953135,77.543355,0.0,0.0,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,False,2023-12-05 21:24:50.286+00,,resolved,yes,2023-12-05 22:33:59.950724+00,,,Electric BMTC Bus battery low prablem,bmtc_bus,FKN00GL3283,Mysore Road,Low,,,,2023-12-05 21:28:35.407879+00:00,,1,FKUSR00646,FKUSR00001,,,,High ground,,FKKG000631,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",12.953135,77.543355,,,FKUSR00169,2023-12-05 22:33:59.949891+00:00,Bengaluru West Corporation,West Zone 2,SatteliteBusStandJunc,65.40903353333333
FKID006531,unplanned,12.9437231,77.5679238,0.0,0.0,"Bull Temple Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",,vehicle_breakdown,False,2023-12-06 04:39:57.286+00,,resolved,yes,2023-12-06 05:58:29.602548+00,,,,bmtc_bus,FKN00GL1579,Non-corridor,Low,,,,2023-12-06 04:41:22.544845+00:00,,1,FKUSR00097,FKUSR00001,,,,Basavanagudi,,FKKG000091,"Bull Temple Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.9437231,77.5679238,,,FKUSR00169,2023-12-06 05:58:29.601766+00:00,Bengaluru Central Corporation,Central Zone 2,HalliThindi,77.11761535000001
FKID006569,unplanned,13.0179155,77.5563817,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2023-12-07 04:19:18.378+00,,resolved,yes,2023-12-07 05:21:26.607771+00,,,Traffic slow movement,bmtc_bus,FKN00GL3319,CBD 2,High,,,,2023-12-07 04:20:29.610603+00:00,,1,FKUSR01781,FKUSR00001,,,,Shivajinagar,,FKKG001667,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.0179155,77.5563817,,,FKUSR01665,2023-12-07 05:21:26.606945+00:00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle,60.94993903333333
FKID006570,unplanned,13.0178929,77.5562632,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2023-12-07 04:20:49.585+00,,resolved,yes,2023-12-07 05:21:07.272275+00,,,Traffic slow movement,bmtc_bus,FKN00GL3319,CBD 2,High,,,,2023-12-07 04:21:42.969594+00:00,,1,FKUSR01781,FKUSR00001,,,,Shivajinagar,,FKKG001667,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.0178929,77.5562632,,,FKUSR01665,2023-12-07 05:21:07.271724+00:00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle,59.405035500000004
FKID006575,unplanned,13.0176661,77.5560062,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2023-12-07 04:47:53.659+00,,resolved,yes,2023-12-07 05:20:51.56786+00,,,Bmtc bus off road near [LOCATION] junction ಸರ್ 🙏🏼,bmtc_bus,FKN00GL3319,CBD 2,High,,,,2023-12-07 04:48:48.699800+00:00,,1,FKUSR00092,FKUSR00001,,,,Shivajinagar,,FKKG000086,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.0176661,77.5560062,,,FKUSR01665,2023-12-07 05:20:51.567384+00:00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle,32.04779306666667
FKID006668,unplanned,12.9521802,77.4999403,0.0,0.0,"Kengeri Main Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",,others,False,2023-12-09 23:39:49.421+00,,resolved,yes,2023-12-10 06:00:18.17042+00,,,Bmtc bus off road near [LOCATION] due to technical reasons,,,Non-corridor,Low,,,,2023-12-09 23:42:49.138429+00:00,,1,FKUSR00386,FKUSR00001,,,,Jnanabharathi,,FKKG000376,"Kengeri Main Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",12.9521802,77.4999403,,,FKUSR01793,2023-12-10 06:00:18.169882+00:00,Bengaluru West Corporation,West Zone 1,RingRoad-UllalJunction,377.48385755
FKID006765,unplanned,12.9261816,77.5487883,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",,vehicle_breakdown,False,2023-12-13 21:55:45.378+00,,resolved,yes,2023-12-13 22:45:49.138239+00,,,,bmtc_bus,FKN00GL0215,ORR West 1,High,,,,2023-12-13 21:57:03.321938+00:00,,1,FKUSR01811,FKUSR00001,,,,Banashankari,,FKKG001695,"Dr Rajkumar Puniya Bhoomi Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",12.9261816,77.5487883,,,FKUSR01811,2023-12-13 22:45:49.137596+00:00,Bengaluru West Corporation,West Zone 2,KatriguppeJunction,48.7635943
FKID007053,unplanned,13.0976447,77.5912615,0.0,0.0,"16th A Main Road, LBS Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,False,2023-12-20 06:02:24.811+00,,resolved,yes,2023-12-20 06:52:01.931943+00,,,priyadarshini towords jayamahal palace gate Bmtc bus off road . Traffic normal moment,bmtc_bus,FKN00GL2822,Non-corridor,Low,,,,2023-12-20 06:06:37.290407+00:00,,1,FKUSR01843,FKUSR00001,,,,R.T. Nagar,,FKKG001724,"16th A Main Road, LBS Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.0976447,77.5912615,,,FKUSR01595,2023-12-20 06:52:01.931358+00:00,Bengaluru North Corporation,North Zone 2,YelhankaCircle,45.41068251666666
FKID007220,unplanned,12.9828272,77.519876,0.0,0.0,"1st Main Road, Sattva Anugraha, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",,vehicle_breakdown,False,2023-12-26 05:43:57.208+00,,resolved,yes,2023-12-26 08:09:05.91742+00,,,BMTC bus Vacuum down off road at [LOCATION] near sunkadakatte towards ashraya incoming side,bmtc_bus,FKN00GL3654,Magadi Road,High,,,,2023-12-26 05:47:52.789748+00:00,,1,FKUSR00095,FKUSR00001,,,,Kamakshipalya,,FKKG000089,"1st Main Road, Sattva Anugraha, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",12.9828272,77.519876,,,FKUSR01862,2023-12-26 08:09:05.916884+00:00,Bengaluru West Corporation,West Zone 2,Sumanhalli,141.2187856
FKID007325,unplanned,13.0083456,77.6959659,0.0,0.0,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,vehicle_breakdown,False,2023-12-29 06:42:53.527+00,,resolved,yes,2023-12-29 07:42:32.190414+00,,,ಡೀಸೆಲ್ ಖಾಲಿ ಯಾಗಿದೆ ಸರ್,private_bus,FKN00GL3724,Non-corridor,Low,,,,2023-12-29 06:44:47.712722+00:00,,1,FKUSR00287,FKUSR00001,,,,K.R. Pura,,FKKG000279,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.0083456,77.6959659,,,FKUSR00287,2023-12-29 07:42:32.189686+00:00,Bengaluru East Corporation,East Zone 2,Devasandra(k r puram),57.741282733333335
FKID007531,unplanned,13.0177861,77.5555791,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2024-01-06 02:10:42.791+00,,resolved,yes,2024-01-06 02:41:53.661386+00,,,ಕಲ್ಯಾಣ ನಗರ ಸ್ಕೈ ವಾಕ್ ಹತ್ತಿರ ಬಸ್ ಆಫರೋಡ್ ಆಗಿರುತ್ತದೆ.,bmtc_bus,FKN00GL3851,ORR North 1,High,,,,2024-01-06 02:13:37.800593+00:00,,1,FKUSR00908,FKUSR00001,,,,Banaswadi,,FKKG000887,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.0177861,77.5555791,,,FKUSR01665,2024-01-06 02:41:53.660710+00:00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle,28.26433528333333
FKID007562,unplanned,12.921751,77.6617091,,,"2nd Main Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,accident,False,2024-01-07 00:52:53.583+00,,resolved,yes,2024-01-07 01:27:05.582653+00,,,Send to ps,,,ORR East 1,High,,,,2024-01-07 00:59:43.039573+00:00,,1,FKUSR00125,FKUSR00009,FKUSR00125,FKUSR01914,,Bellandur,,,"2nd Main Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",12.921751,77.6617091,,,FKUSR00125,2024-01-07 01:27:05.582068+00:00,Bengaluru South Corporation,South Zone 2,IbblurJunction',27.37570825
FKID007563,unplanned,12.9215257,77.661963,,,"1st Cross Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,accident,False,2024-01-07 00:51:04.214842+00,,closed,yes,2024-01-07 01:28:01.551326+00,,,,,,ORR East 1,High,,,,2024-01-07 00:59:54.556190+00:00,,1,FKUSR00125,FKUSR00125,FKUSR00125,FKUSR01915,,Bellandur,,,"1st Cross Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",12.9217874,77.6620551,FKUSR00125,2024-01-07 01:28:00.54658+00,FKUSR00125,2024-01-07 01:27:53.147258+00:00,Bengaluru South Corporation,South Zone 2,IbblurJunction',27.9765178
FKID007754,unplanned,13.0185596,77.5553194,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-01-13 22:53:46.557+00,,resolved,yes,2024-01-14 00:00:06.154978+00,,,Rajivgandi cricle bmtc bus of load sir after one over read to go sir,bmtc_bus,FKN00GL3975,Tumkur Road,Low,,,,2024-01-13 22:56:28.549477+00:00,,1,FKUSR00713,FKUSR00001,,,,Sheshadripuram,,FKKG000697,"Yeshwanthpura TTMC Bus Stand Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.0185596,77.5553194,,,FKUSR01566,2024-01-14 00:00:06.154499+00:00,Bengaluru West Corporation,West Zone 2,TumkurRdMarappanapalyaJunc,63.62675036666667
FKID007810,unplanned,12.98533,77.57461,0.0,0.0,"Risaldar Street, VV Giri Colony, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",,pot_holes,False,2024-01-15 21:01:11.662+00,,resolved,yes,2024-01-22 02:23:53.073654+00,,,Pothole,,,Non-corridor,Low,,,,2024-01-15 21:10:15.302946+00:00,,1,FKUSR01400,FKUSR00001,,,,Sheshadripuram,,FKKG001352,"Risaldar Street, VV Giri Colony, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.98533,77.57461,,,FKUSR00533,2024-01-22 02:23:53.072974+00:00,Bengaluru Central Corporation,Central Zone 2,SubedarChatramRd near SheshadripuramPS,8953.629500466666
FKID007851,unplanned,13.0177789,77.5556665,0.0,0.0,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2024-01-16 21:37:36.111+00,,resolved,yes,2024-01-16 23:36:43.584047+00,,,[LOCATION] road TV tawar towards CL CQAL cross out going traffic normal movement sir,bmtc_bus,FKN00GL4039,Tumkur Road,Low,,,,2024-01-16 21:40:02.575021+00:00,,1,FKUSR00308,FKUSR00001,,,,Sadashivanagar,,FKKG000300,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.0177789,77.5556665,,,FKUSR01665,2024-01-16 23:36:43.583514+00:00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle,116.68347488333333
